77,-878,62,-17,-11,-21,38,66,182,15
85,-1207,61,-17,-5,-22,30,68,170,30
78,-1220,51,-13,2,-22,6,56,129,20
53,-1011,56,-4,14,-18,2,34,118,-5
28,-619,57,7,21,-20,-16,8,81,-29
46,-4,44,-4,7,-24,-39,0,74,17
54,633,35,-10,-4,-30,-49,-5,52,64
38,1372,21,-3,-10,-25,-45,-24,-6,57
-2,2180,13,2,-8,-9,-37,-27,-24,20
-46,2827,22,7,1,4,-30,-23,-29,-8
-50,3070,21,5,-2,9,3,-18,-16,-16
-28,2944,11,-6,-12,-3,29,-17,-8,-20
-19,2547,16,-3,-3,-13,34,-15,7,-19
-4,1821,27,1,24,-5,38,-16,5,-2
0,1002,8,18,44,0,31,-11,-18,19
18,315,23,11,45,1,18,-4,-9,36
38,-264,59,7,39,1,22,13,8,53
45,-747,53,15,36,3,16,12,21,33
53,-977,37,18,19,-14,12,2,15,18
44,-909,32,9,9,-24,1,8,3,24
39,-658,21,5,5,-28,-5,15,39,35
21,-190,6,0,10,-15,-2,-2,37,18
8,427,-7,5,30,0,11,-3,22,2
-15,1066,-6,-2,29,3,14,-20,-11,7
-39,1855,-34,-7,13,6,-8,-37,-32,-17
-60,2606,-73,1,8,15,-36,-51,-62,-74
-53,3094,-2,0,5,16,-38,-59,-63,-86
-36,3135,12,11,-4,11,-17,-47,-41,-81
-36,2867,5,11,-16,14,-9,-26,-25,-75
-42,2302,-10,6,-12,25,-5,-1,-20,-50
-15,1442,0,8,-11,16,-10,3,-6,-18
19,645,21,6,-3,-2,0,-5,-24,-7
12,-58,20,13,3,0,9,-5,-11,1
5,-698,7,21,-7,-3,7,8,-13,8
31,-1210,-11,12,-16,-14,2,14,1,6
36,-1428,-93,8,-19,-3,10,9,-8,9
18,-1400,-94,3,-2,11,15,9,3,13
4,-1225,1,3,2,-6,15,8,6,5
23,-825,18,7,2,-1,12,6,10,12
26,-351,5,-8,8,1,-7,0,-1,34
8,203,2,-11,1,-7,1,-14,-7,21
-17,873,-35,6,4,-6,13,-22,-43,0
-17,1466,-15,5,13,0,16,-26,-50,-14
-12,1711,2,-4,18,22,18,-27,-46,-41
3,1550,9,-8,22,22,19,-23,-52,-30
15,1174,-63,-6,14,16,18,-13,-30,0
29,486,-91,-5,-6,16,2,-1,-6,31
33,-389,12,-6,4,21,-10,2,49,43
27,-1186,50,3,16,22,-15,7,36,27
24,-1868,55,15,22,19,-1,11,26,1
46,-2451,49,4,13,5,1,0,22,1
52,-2801,47,-13,4,-9,-12,-8,1,30
54,-2811,39,-5,-7,-11,-1,-18,12,40
40,-2646,33,-10,-22,-18,-5,-16,0,30
14,-2284,19,-8,-25,-21,-24,-1,45,15
-3,-1708,21,-13,-11,-14,-15,11,76,3
-5,-1081,24,-8,8,3,-14,-2,52,-14
5,-316,29,15,21,20,19,-9,47,-42
-5,495,33,8,22,29,28,-3,14,-56
-34,1103,29,6,24,25,10,-11,-20,-43
-57,1294,27,9,17,7,-3,-21,-60,-50
-63,1136,16,4,7,-3,-15,-18,-53,-40
-53,727,6,7,-2,0,-23,10,-2,-11
-33,-2,15,6,-3,6,16,23,0,0
-18,-799,30,-5,-1,-1,35,6,10,-1
-3,-1487,26,7,1,-10,25,4,21,12
-2,-2057,30,10,9,-15,28,6,9,35
2,-2527,34,1,11,-17,34,7,20,40
-4,-2736,16,11,0,-20,44,14,-5,8
-14,-2661,12,3,3,-11,42,16,0,-11
0,-2429,17,-2,15,3,34,7,8,4
11,-1991,12,9,25,7,10,3,2,8
-3,-1408,-48,5,17,14,-15,-7,-11,9
-14,-798,-67,2,8,20,-35,-17,-41,10
-24,-42,-41,0,5,19,-34,-34,-71,1
-42,711,-2,-10,7,31,-13,-31,-80,-31
-54,1205,5,-7,6,34,30,-33,-81,-27
-56,1258,19,-2,8,17,21,-39,-51,9
-35,1040,9,2,-5,9,3,-31,-24,19
0,539,10,-3,-18,5,-3,-21,0,12
6,-230,-18,-14,-35,-12,-10,-10,-4,2
14,-917,-41,-20,-41,-31,-15,-5,-15,0
25,-1473,-1,-26,-47,-42,-6,22,32,11
3,-1945,9,-14,-42,-41,3,54,69,15
0,-2299,36,8,-37,-17,-6,47,0,11
1,-2320,25,7,-29,-21,0,28,1,0
-15,-2088,-71,8,-21,-25,24,22,41,-3
-19,-1699,-93,9,-5,-13,40,24,66,5
4,-1109,13,5,9,5,43,17,60,0
15,-460,35,2,6,6,24,2,44,0
-5,257,14,2,0,14,-13,-1,47,5
-22,1101,-32,-1,-14,14,-37,11,30,0
-41,1811,-55,-15,-27,-8,-54,25,6,-4
-54,2130,-34,-31,-27,-9,-44,32,35,-11
-47,2061,-23,-35,-32,-2,-18,19,33,7
-18,1771,-2,-19,-22,2,-33,10,0,24
18,1126,-2,-1,-5,-4,-34,7,11,27
34,311,13,5,-8,-8,-19,-3,-15,16
42,-360,23,10,-10,4,20,6,-24,13
49,-906,27,12,-3,-15,24,1,-4,12
34,-1327,8,-4,-5,-27,9,7,29,10
18,-1574,-27,11,-20,-15,8,24,18,26
40,-1509,-8,18,-16,-8,9,16,-14,43
51,-1235,32,14,-9,8,11,-3,4,38
39,-775,20,25,22,15,12,6,74,31
20,-207,-23,35,42,24,5,5,72,33
-18,397,-4,16,15,30,-7,-7,-25,15
-42,1184,-45,14,22,35,-9,6,3,4
-57,1998,-110,20,44,31,-8,23,61,0
-60,2573,-53,-5,25,24,7,0,9,-6
-36,2749,-36,18,48,32,16,-2,75,-12
-17,2609,2,45,76,33,8,7,104,0
2,2214,58,40,69,28,0,9,118,22
26,1495,80,31,58,20,2,12,113,41
25,736,55,24,36,20,11,12,57,61
36,85,34,1,26,8,37,17,39,74
57,-463,44,11,43,10,36,15,107,59
38,-948,51,21,33,5,19,8,58,49
40,-1154,46,7,31,10,31,19,58,50
27,-1113,29,-7,15,5,1,4,25,35
10,-939,12,-24,-17,-4,-18,-12,-74,19
15,-551,0,-26,-29,-6,-23,-9,-89,23
29,-89,0,-18,-23,-20,-11,9,-44,20
48,428,8,-30,-2,-10,-4,-1,-15,-9
30,1086,-26,-31,1,6,-27,-12,-52,-31
4,1683,-30,-24,-2,1,-40,-29,-73,-41
0,1967,-6,-13,4,0,-43,-39,-83,-41
9,1825,-32,-5,6,6,-37,-19,-30,-18
25,1451,-33,-7,7,11,-22,10,12,16
40,745,16,-9,24,4,-22,0,15,16
46,-207,17,-16,12,-3,0,-27,-23,13
42,-1058,1,-13,8,-13,26,-21,-41,7
51,-1815,-39,-17,-13,-22,8,-16,-115,-10
58,-2446,-37,-16,-37,-13,-8,-16,-113,-15
57,-2893,17,-15,-41,-14,-2,-12,-96,-8
36,-3022,22,-25,-33,-22,2,-8,-51,19
11,-2958,23,-22,-31,-19,21,2,-43,19
13,-2704,22,-19,-20,-7,41,8,16,28
0,-2241,7,-18,-9,-2,25,3,45,14
-26,-1751,-8,-29,-25,0,5,-23,-19,-23
-31,-1110,-1,-41,-20,4,-8,-26,-40,-55
-52,-353,7,-25,-8,17,-40,-19,-52,-79
-63,289,3,4,-1,24,-41,-9,-34,-83
-46,522,-23,11,-13,29,-31,-17,-54,-49
