13,-703,58,-5,-27,-22,52,-12,32,42
0,-1195,66,-6,-13,-14,51,1,34,9
-7,-1536,71,-17,-12,-12,31,18,34,-9
-9,-1621,40,-28,-16,-16,23,4,-13,-10
19,-1416,43,-3,3,-16,37,15,34,11
26,-1064,49,8,-3,-6,13,7,12,37
15,-534,35,-10,-38,-19,-13,-25,-60,19
14,79,15,-15,-40,-25,-32,-34,-105,2
-5,784,-25,-9,-43,-15,-31,-28,-88,-23
-33,1596,-28,5,-28,-2,-17,4,-5,-27
-40,2279,34,8,-10,4,-15,-7,21,-42
-37,2579,14,8,-6,5,-23,-12,40,-35
-22,2506,-44,-7,-24,-17,-34,0,36,-20
1,2224,-11,0,-15,-21,-17,14,48,-10
25,1612,9,7,6,-12,3,30,67,31
55,869,31,6,11,-8,-8,5,23,74
52,237,58,11,27,-6,2,8,45,77
45,-338,55,6,28,-10,18,0,42,42
55,-832,-30,4,28,-2,20,-10,-23,40
67,-1149,13,-3,29,-8,27,2,-7,45
67,-1169,60,-8,17,-23,9,0,-4,39
38,-1040,-23,-4,-3,-24,0,-5,-32,13
-2,-753,-13,-21,-23,-30,-6,-22,-82,5
-13,-294,-14,-20,-12,-29,-29,-40,-48,40
11,221,-18,-10,-3,-14,-24,-27,-48,52
21,871,10,-13,-5,7,-31,-3,8,29
-14,1513,8,-10,-7,3,-34,3,43,-12
-57,1931,4,-2,-2,3,-40,-15,-2,-52
-75,1917,30,-6,-7,7,-36,-47,-121,-64
-71,1643,38,-14,-8,10,-23,-41,-145,-32
-78,1094,18,-15,-16,-6,-12,-25,-87,-5
-42,237,12,-16,-35,-28,-10,-25,-47,-2
-17,-603,14,-7,-41,-29,-26,-33,-67,-3
-1,-1293,32,6,-33,-22,-28,-20,-35,0
29,-1879,40,13,-20,-13,-12,23,86,10
18,-2364,-11,1,-27,-34,-25,20,40,-14
12,-2563,-82,3,-1,-30,-41,22,29,-27
-6,-2526,-63,11,3,-19,-46,8,13,-24
-21,-2274,-15,30,10,-8,-42,4,18,-12
-20,-1782,30,27,21,-14,-47,5,31,-13
-6,-1162,34,18,34,-8,-66,3,25,5
7,-471,37,22,37,9,-83,-11,-17,26
-11,349,17,5,29,27,-33,4,12,32
-24,1121,-9,-19,15,49,91,21,21,4
-23,1554,-26,-33,-6,22,75,10,-43,-1
-7,1574,-86,-33,-35,-21,13,8,-89,9
9,1411,-164,-22,-33,-23,-3,33,-16,17
17,913,-112,-20,-34,-32,7,17,5,7
29,170,-18,-31,-47,-35,2,3,-55,0
35,-434,-3,-44,-22,-12,35,7,-96,8
36,-898,-15,-43,-7,18,42,14,-114,24
26,-1301,31,-25,19,33,34,24,-91,19
34,-1558,55,-12,18,25,28,40,-20,29
25,-1502,44,-21,3,19,30,22,-45,25
23,-1218,36,-8,0,14,26,16,-32,13
33,-769,42,-5,-6,11,18,26,0,8
27,-118,47,4,12,29,4,46,72,22
30,564,44,8,26,35,-28,54,89,7
29,1377,35,8,14,24,-45,50,73,12
12,2254,30,19,5,21,-44,26,63,36
1,2959,24,18,10,18,-38,3,24,14
-1,3281,12,16,23,32,-54,-1,-16,-8
6,3251,14,23,34,48,-46,-2,-17,-47
29,2989,24,17,34,45,-6,4,-33,-49
50,2411,26,0,21,19,34,7,-4,-21
54,1736,24,10,11,4,19,6,36,11
37,1160,3,-22,-10,-12,-8,-18,-2,67
17,669,-58,-56,-37,-32,-32,-39,-22,65
-24,155,10,-4,-3,-4,-25,17,36,4
-39,263,-8,3,19,13,-14,13,18,-28
-40,490,-27,8,-4,7,-28,-11,-19,-38
-16,916,6,22,-8,14,-41,-8,14,-43
11,1495,-93,5,-13,11,-30,22,48,-23
-3,2076,-98,-9,-11,-1,-48,10,35,-15
-24,2756,9,-5,2,12,-54,-16,7,-30
-33,3401,35,6,10,34,-51,-20,-33,-52
-25,3784,32,0,-1,27,-57,-13,-7,-43
-11,3720,11,-17,-1,12,-61,-28,-23,-17
4,3373,9,-10,11,-1,-53,-21,27,2
18,2777,16,0,8,-3,-38,-15,57,2
11,1869,-16,-26,-14,-8,-15,-26,-46,-18
0,981,-70,-45,-35,-2,17,-27,-100,-29
11,204,-69,-39,-39,-9,30,-21,-103,-33
27,-485,-16,-31,-35,-14,29,0,-93,-28
29,-1069,19,-21,-18,-15,31,33,-16,-5
30,-1382,18,-22,-17,-5,35,36,19,-26
23,-1438,-57,-24,-26,-12,22,6,-51,-37
23,-1292,-38,-19,-23,-32,22,8,-39,-2
28,-909,18,-11,-29,-39,15,5,7,40
-8,-482,38,-11,-33,-30,15,-21,-29,10
-40,30,47,-5,-5,-22,0,-21,-8,-28
-35,668,3,-13,-12,-23,-28,-23,-26,-34
-51,1219,-14,-23,-9,7,-27,-21,-48,-44
-66,1441,34,10,31,47,-2,-4,-32,-61
-77,1283,8,38,54,47,21,-3,-35,-84
-62,924,-90,26,62,48,15,-19,-81,-89
-22,254,-29,17,45,27,20,-26,-117,-76
13,-533,42,14,22,0,22,-5,-32,-21
49,-1220,52,22,15,-11,13,14,26,9
52,-1833,46,33,16,-10,9,34,57,20
32,-2380,34,17,11,-14,11,49,60,35
19,-2721,46,35,30,1,30,52,151,35
19,-2746,45,51,40,18,30,51,160,23
41,-2592,30,32,27,1,14,18,67,54
54,-2231,27,20,12,9,3,-11,-5,87
44,-1702,22,12,8,11,6,-16,-28,91
9,-1135,-13,-22,-27,-7,3,-49,-68,60
-15,-376,-18,-26,-51,-11,-19,-68,-136,14
-35,473,-12,-4,-31,-8,-51,-53,-102,-15
-67,1151,-13,0,-4,18,-55,-30,-27,-59
-81,1398,-11,0,6,22,-54,-5,26,-97
-69,1361,-28,10,4,38,-44,14,14,-98
-45,1100,-7,24,22,63,-20,9,25,-74
-16,528,5,5,4,54,-14,-2,0,-51
24,-44,1,6,-19,21,-5,16,77,10
59,-440,10,12,-22,5,14,25,134,51
43,-841,-2,-6,-24,-11,32,28,118,30
-8,-1224,-26,-17,-34,-24,23,19,37,15
-50,-1140,0,7,-11,-49,0,27,86,46
-26,-874,-45,-14,-36,-67,-47,20,99,60
-44,-379,-149,-33,-48,-52,-50,4,4,18
-25,324,-64,-10,4,3,-25,14,28,17
-6,1116,-77,4,7,18,-24,1,13,33
-4,2053,-64,12,0,0,-34,-24,-32,35
-3,3031,-93,19,15,-9,-27,-26,0,34
-29,3555,-27,4,7,-3,-28,-33,3,36
-36,3524,2,11,17,13,-33,-24,-3,26
-12,3182,12,24,23,10,-3,-9,14,24
41,2497,24,9,6,-13,5,-14,-13,45
92,1527,19,-5,-2,-30,2,-18,-20,82
125,573,41,0,13,-24,4,-15,21,93
105,-327,55,5,11,-36,6,-19,5,60
4,-1104,40,-3,-2,-60,10,-9,-48,0
-75,-1634,27,-24,-23,-84,4,-17,-35,-50
-87,-1796,27,-27,-26,-89,3,-9,2,-69
-102,-1713,39,-11,-14,-62,12,-7,19,-103
-89,-1421,36,0,0,-32,28,0,38,-85
-83,-968,22,6,39,15,60,15,31,-61
-76,-515,16,22,65,31,70,4,-34,-66
-79,151,28,39,84,54,73,-8,-12,-58
-86,934,17,32,73,68,59,-13,-64,-61
-63,1619,18,22,42,72,43,-14,-58,-57
-22,1934,5,16,9,47,19,-6,6,-34
9,1892,-47,0,-2,29,19,15,73,5
36,1749,0,-3,-13,15,13,25,96,45
63,1133,-40,-16,-33,2,24,22,67,64
97,262,-101,-23,-37,-8,26,8,63,67
102,-527,0,-26,-36,-27,8,2,42,78
79,-1137,20,-46,-44,-39,32,20,59,100
28,-1644,6,-47,-46,-39,47,25,93,76
1,-1954,9,-29,-48,-48,2,0,39,18
6,-1924,10,-15,-45,-37,2,-22,-47,-7
7,-1705,30,2,-23,-22,-2,-33,-52,-8
5,-1285,46,-1,0,-9,11,0,-25,-16
25,-703,1,2,2,3,25,26,7,-15
30,-114,11,14,9,5,16,6,15,-9
-16,598,44,6,13,-6,-12,-14,-6,-23
-46,1366,28,4,19,-5,-10,-14,-31,-37
-31,1922,10,7,15,2,-8,-8,-15,-34
-26,2111,-57,6,3,2,-24,-11,-25,-16
-27,2082,-31,14,10,5,-39,-7,0,8
-8,1805,22,11,20,-6,-29,0,21,15
13,1223,27,0,6,-15,-22,-6,-5,39
38,604,46,9,-6,-9,8,-3,-34,32
31,61,41,12,-10,2,44,4,-10,22
31,-408,28,4,-8,-7,50,9,8,25
31,-858,24,2,-10,-12,46,6,-32,18
36,-1098,37,-7,12,1,52,19,25,8
22,-1263,24,-24,-3,-1,64,4,-16,6
11,-1325,-1,-39,-30,-14,50,-9,-78,25
37,-1096,-55,-22,-22,-2,34,-4,4,38
59,-883,-56,-9,-22,-7,27,-17,8,38
60,-685,18,-24,-19,-11,13,-28,-43,60
51,-386,21,-18,-9,1,9,-19,-8,52
0,-216,-57,-16,-14,7,1,-22,-46,24
-34,-423,-111,-15,-23,10,-3,-20,-67,9
-39,-1052,-30,-19,-29,1,-1,-11,-60,-2
-35,-1800,8,-28,-18,3,-1,1,-1,-7
-17,-2816,17,-25,-15,0,8,12,36,-8
-1,-4017,28,-20,-19,-20,11,-5,-8,-9
8,-5006,29,-22,-16,-16,-9,-29,-88,-12
35,-5780,25,-8,-14,-11,-8,-17,-62,-2
83,-6408,13,-17,-22,2,1,-28,-79,17
116,-6773,-10,-48,-23,14,-6,-44,-76,13
140,-6705,-25,-63,-30,-16,6,-26,23,49
179,-6289,14,-39,-19,-43,0,-7,153,114
154,-5661,-14,-38,-35,-57,-25,-18,92,98
132,-4809,12,-42,-32,-52,-37,-45,52,46
107,-3885,18,-28,-20,-18,-26,-33,36,26
32,-2866,10,-20,-22,0,-15,-22,2,37
-50,-1777,6,-17,-29,0,-26,-19,-16,47
-153,-871,-10,4,0,27,-13,-19,-26,14
-179,-330,-9,39,31,53,8,3,-25,-13
-169,-85,32,49,39,50,6,7,-5,-56
-112,-46,-28,32,22,27,-8,13,6,-40
-57,-361,-57,13,14,0,-26,13,19,-15
-83,-788,5,19,11,14,9,-4,-31,-34
-136,-1127,8,21,32,33,52,0,-23,-50
-141,-1328,3,15,53,37,54,16,35,-74
-116,-1407,17,7,55,8,10,23,39,-67
-79,-1316,21,-7,36,-20,-40,23,-45,-35
-44,-965,20,-8,38,-40,-61,35,-21,-9
-9,-539,29,5,50,-58,-88,21,-32,-27
36,29,5,0,42,-46,-73,3,-36,-64
61,691,-38,-35,8,-24,-67,-35,-99,-58
70,1355,-75,-67,-32,0,-33,-61,-127,-45
103,2075,-83,-60,-28,54,-1,-50,-84,-49
106,2728,-39,-32,-3,93,31,-30,-71,-51
19,3111,-23,-9,17,75,62,-3,-38,-28
-115,3030,-73,12,44,36,79,32,26,-20
-191,2632,-49,46,60,4,49,67,19,-21
-171,1984,53,57,59,16,35,59,37,-8
-92,1135,61,42,56,23,36,62,84,-4
-26,319,35,29,27,16,34,58,106,15
6,-351,-38,17,8,7,24,69,98,40
59,-851,-10,-8,-6,-20,14,56,67,37
80,-1185,30,-2,0,-20,27,59,122,44
46,-1241,32,18,6,-22,43,45,111,30
42,-1043,26,11,-2,-30,45,35,69,18
32,-642,29,7,-6,-27,19,23,72,26
0,-41,11,-5,-26,-25,-3,-2,4,17
-13,611,0,-3,-35,-19,10,-9,-49,0
0,1376,20,19,-9,5,0,-7,-7,-10
1,2247,22,25,24,36,-24,-6,19,-22
0,2974,21,33,32,35,-33,-20,8,-9
7,3315,15,34,13,14,-28,-27,-35,-3
18,3282,18,43,8,10,7,-9,-2,-5
42,3031,16,40,-7,1,13,4,-12,0
93,2448,21,26,-16,-15,-1,-6,-103,22
135,1734,35,14,6,-26,12,-2,-59,34
124,1121,30,19,16,-21,9,13,-22,26
67,623,16,5,13,-3,29,31,25,32
8,239,-12,-23,-9,-7,30,38,62,25
-30,67,-9,-8,0,-14,20,32,71,38
-39,252,18,19,12,-1,-7,14,81,68
-1,627,10,11,6,-12,-45,23,100,93
10,1174,-46,2,5,-18,-46,12,52,71
5,1899,-17,9,22,0,-27,-2,37,22
-20,2603,14,10,9,4,-27,-6,-11,2
-35,3395,-48,12,-2,-17,-28,-26,-82,-22
-22,4229,-137,5,4,-18,-30,-39,-71,-35
-29,4798,-121,-6,-18,-18,-60,-53,-141,-50
-42,4971,-37,-11,-34,-32,-71,-59,-166,-58
-58,4846,-16,-5,-31,-41,-65,-54,-137,-38
-64,4416,8,2,-28,-27,-46,-51,-127,0
-22,3666,20,14,-12,-23,-26,-32,-75,55
2,2857,9,23,5,-33,-12,-25,-43,74
37,2122,38,2,0,-23,-7,-17,-90,67
44,1485,36,12,-2,-8,-1,1,-73,54
31,976,6,11,-11,-11,-2,-5,-54,16
11,731,17,-8,-11,-24,-2,-4,0,1
-28,704,24,-8,2,-18,12,3,5,-37
-89,809,20,0,21,-4,16,-3,-73,-91
-119,1109,12,-3,31,3,12,-16,-75,-89
-59,1533,1,1,12,-10,-13,-13,-37,-43
-26,2020,-6,0,-12,-24,-33,-13,-34,-14
-7,2659,-14,-1,0,-13,-40,-6,-56,1
-10,3246,-65,-5,6,-9,-42,-10,-52,-9
-26,3547,-49,-32,-17,-37,-31,-54,-59,-45
14,3487,-41,-71,-62,-69,-47,-115,-104,-60
113,3178,-35,-74,-84,-70,-74,-136,-118,-41
197,2897,-7,-62,-69,-51,-88,-109,-89,1
235,2540,-4,-40,-46,-30,-54,-72,-78,67
