-174,1671,85,35,45,34,13,-18,-53,-298
-224,2377,53,22,35,50,26,7,-10,-211
-192,3047,35,21,42,71,29,12,-37,-222
-108,3408,44,47,62,84,20,-3,-68,-207
13,3363,-21,33,45,51,0,-25,-80,-178
180,3079,-58,-27,-6,-6,-30,-40,-45,-19
179,2439,-71,-75,-55,-45,-37,-41,-5,116
120,1620,-54,-68,-66,-58,-15,-51,-28,48
79,859,-35,-43,-41,-43,16,-59,-78,-80
123,214,7,-1,-5,-4,43,-73,-140,-149
165,-262,52,37,47,25,73,-57,-156,-128
85,-597,79,58,70,40,87,-39,-108,-70
-51,-657,108,91,102,67,83,-6,-58,-124
-89,-490,97,83,92,62,62,26,8,-223
-89,-107,73,32,62,48,53,23,22,-199
-54,553,41,15,37,25,40,-18,24,-76
-18,1188,-3,4,3,16,14,-45,25,-8
-16,1984,-21,-5,-23,-5,-4,-68,-3,-7
-32,2895,-41,-7,-45,-29,-30,-61,-16,-28
-67,3858,-47,6,-12,-4,-37,4,10,-40
-72,4615,-5,14,-4,15,-23,88,2,-29
-21,4581,-10,-22,-29,-3,-24,105,-19,41
-21,4201,-31,-34,-44,-14,-9,92,-11,98
-96,3544,-22,-16,-32,2,20,61,11,88
-134,2801,-6,-9,-29,10,31,21,20,65
-30,2285,20,7,-14,8,13,-2,37,66
48,1909,36,27,17,7,14,-3,59,24
18,1388,31,32,29,9,31,19,112,-62
-21,812,2,24,16,23,30,66,172,-67
-20,-207,-18,-23,8,21,26,92,159,-29
-2,-648,-2,-29,7,4,4,57,86,-24
68,-238,25,-19,3,-25,-18,-4,-5,-39
95,658,22,-20,-6,-25,-31,-14,-16,6
91,1361,25,-20,-8,-30,-55,-16,-4,84
94,1897,9,-20,-9,-36,-67,-16,20,157
81,2458,6,-13,1,-20,-31,-35,27,161
75,2707,-14,-10,16,12,-7,-57,-14,86
61,2573,12,13,39,38,-3,-60,-43,5
8,2201,38,42,53,43,4,-67,-70,-32
-46,1581,11,22,31,6,-1,-79,-73,-106
26,538,-16,-25,-38,-60,-62,-87,-90,-135
-4,-573,-25,-42,-59,-72,-81,-90,-70,-79
-37,-1293,-32,-40,-51,-68,-58,-68,-34,-29
-9,-1793,-17,-21,-36,-53,-34,-24,-53,-28
-2,-2057,3,0,-28,-34,-13,33,-28,-28
19,-2047,-47,-14,-27,-30,-8,104,26,-7
106,-1872,-46,-41,-46,-33,-3,103,20,52
196,-1445,-60,-58,-73,-47,-13,47,13,121
192,-782,-88,-67,-66,-54,-33,-20,18,197
122,-53,-76,-33,-29,-22,-30,-53,13,217
51,611,-23,-2,-13,0,-21,-48,9,153
-69,1178,-17,3,-2,14,-14,-24,7,105
-259,1708,-47,15,46,62,28,17,22,30
-428,2472,-13,27,79,95,64,41,11,-114
-345,3259,-17,4,30,46,28,-1,-6,-152
-156,3419,-16,-24,-9,-8,-27,-48,-27,-76
-39,3073,-28,-26,-5,-31,-40,-48,-8,8
-6,2526,-19,-11,2,-20,-25,-29,8,43
-8,1985,7,3,9,-15,-5,6,12,25
-8,1408,22,6,-2,-18,17,23,29,38
30,847,16,-6,-17,-32,63,41,54,86
61,614,7,-6,-19,-29,75,52,74,132
49,629,-29,-12,-30,-26,48,49,50,137
48,734,-73,-30,-49,-46,0,17,39,98
60,1066,-67,-43,-50,-56,-37,4,74,81
118,1830,-135,-47,-38,-62,-43,-6,21,58
128,2837,-146,-1,-24,-34,-46,-33,-35,-38
45,3360,-48,20,5,7,-30,-15,-62,-75
