0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666667129e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333334259e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666852e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333703e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.916666666666666852e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333703e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.750000000000000555e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666667407e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.583333333333333703e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.416666666666667407e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.833333333333333703e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000001110e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666667407e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.083333333333333703e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000001110e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.916666666666667407e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333334814e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.750000000000001110e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.166666666666667407e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.583333333333334814e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.041666666666666741e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.083333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.166666666666666741e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.208333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.291666666666666741e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.333333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.416666666666666741e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.458333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.541666666666666741e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.583333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666963e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.708333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.750000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.791666666666666963e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.833333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.875000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.916666666666666963e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.958333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.041666666666666963e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333481e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.125000000000000444e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
